F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
-1.0,0.16666666666666666,0.006038647342995169,0.06349206349206349,0.2658143502507453,-0.6666666666666666,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.16666666666666666,0.006038647342995169,0.06349206349206349,0.2658143502507453,-0.6666666666666666,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.16666666666666666,0.006038647342995169,0.06349206349206349,0.2658143502507453,-0.6666666666666666,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.16666666666666666,0.006038647342995169,0.06349206349206349,0.2658143502507453,-0.6666666666666666,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-1.0,
-1.0,0.16666666666666666,0.006038647342995169,0.06349206349206349,0.2658143502507453,-0.6666666666666666,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-0.3333333333333333,0.1875,0.0126953125,0.1393939393939394,0.1441745102569434,-0.625,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-0.5,0.1875,0.0126953125,0.1393939393939394,0.1441745102569434,-0.625,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-0.3333333333333333,0.1875,0.0126953125,0.1393939393939394,0.1441745102569434,-0.625,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-0.1111111111111111,0.1875,0.0126953125,0.1393939393939394,0.1441745102569434,-0.625,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-0.16666666666666666,0.1875,0.0126953125,0.1393939393939394,0.1441745102569434,-0.625,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-0.1111111111111111,0.1875,0.0126953125,0.1393939393939394,0.1441745102569434,-0.625,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.1393939393939394,0.1441745102569434,-1.0,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.1393939393939394,0.1441745102569434,-1.0,0.0068775790921595595,0.027510316368638238,0.1441745102569434,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.024390243902439025,0.03944675788221298,-1.0,0.001375515818431912,0.001375515818431912,0.03944675788221298,-0.8753709198813057,-0.9428571428571428,
-1.0,0.0,0.0,0.012987012987012988,0.1629842019452409,-1.0,0.0,0.001375515818431912,0.1629842019452409,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
-1.0,0.015706806282722512,6.721783703965018E-4,0.06349206349206349,0.2658143502507453,-0.9685863874345549,0.002751031636863824,0.033012379642365884,0.2658143502507453,-0.8753709198813057,-0.9428571428571428,
